wb_gene_id,gene_name,time
WBGene00003816,asns-1,larval_lethal
WBGene00020112,pfd-5,larval_lethal
WBGene00022739,toe-1,larval_lethal
WBGene00009012,F21D5.7,larval_lethal
WBGene00004202,pry-1,larval_lethal
WBGene00020866,vps-24,larval_lethal
WBGene00010840,M03C11.3,larval_lethal
WBGene00012256,lpr-5,larval_lethal
WBGene00008781,rpoa-2,larval_lethal
WBGene00004705,rsp-8,larval_lethal
WBGene00001075,dpy-14,larval_lethal
WBGene00016384,cdgs-1,larval_lethal
WBGene00000479,cgh-1,larval_lethal
WBGene00001333,erm-1,larval_lethal
WBGene00018149,F37C12.1,larval_lethal
WBGene00004084,pph-2,larval_lethal
WBGene00016319,C32D5.12,larval_lethal
WBGene00004219,ptr-4,larval_lethal
WBGene00012704,mlt-3,larval_lethal
WBGene00007703,gbf-1,larval_lethal
WBGene00000183,arf-3,larval_lethal
WBGene00017245,srpa-72,larval_lethal
WBGene00009364,F33H1.3,larval_lethal
WBGene00022017,Y61A9LA.5,larval_lethal
WBGene00019168,H06I04.3,larval_lethal
WBGene00003929,pat-2,larval_lethal
WBGene00006768,unc-32,larval_lethal
WBGene00006575,tir-1,larval_lethal
WBGene00004736,sca-1,larval_lethal
WBGene00007192,B0491.5,larval_lethal
WBGene00016583,tag-335,larval_lethal
WBGene00017016,snap-1,larval_lethal
WBGene00044329,cpsf-4,larval_lethal
WBGene00003062,lpd-6,larval_lethal
WBGene00003218,mep-1,larval_lethal
WBGene00003915,pan-1,larval_lethal
WBGene00004388,rnp-5,larval_lethal
WBGene00014848,VM106R.1,larval_lethal
WBGene00001981,hnd-1,larval_lethal
WBGene00006423,asd-2,larval_lethal
WBGene00010089,hpo-31,larval_lethal
WBGene00008686,F11A10.5,larval_lethal
WBGene00007352,cdc-48.1,larval_lethal
WBGene00002783,let-607,larval_lethal
WBGene00020784,tat-4,larval_lethal
WBGene00001231,eif-3.H,larval_lethal
WBGene00001214,ego-1,larval_lethal
WBGene00010097,srpa-68,larval_lethal
WBGene00006920,vha-11,larval_lethal
WBGene00001088,dpy-30,larval_lethal
WBGene00009542,copb-2,larval_lethal
WBGene00002190,kin-2,larval_lethal
WBGene00017300,rpc-2,larval_lethal
WBGene00000730,col-157,larval_lethal
WBGene00002189,kin-1,larval_lethal
WBGene00015658,tsg-101,larval_lethal
WBGene00011273,R53.4,larval_lethal
WBGene00007139,mnp-1,larval_lethal
WBGene00004746,sdc-2,larval_lethal
WBGene00009264,sac-1,larval_lethal
WBGene00022069,eel-1,larval_lethal
WBGene00007434,arp-6,larval_lethal
WBGene00006914,vha-5,larval_lethal
WBGene00013737,tpst-1,larval_lethal
WBGene00004210,ptc-3,larval_lethal
WBGene00011971,lron-9,larval_lethal
WBGene00020442,gen-1,larval_lethal
WBGene00001234,eif-6,larval_lethal
WBGene00010573,K04H4.2,larval_lethal
WBGene00022861,dve-1,larval_lethal
WBGene00006481,plrg-1,larval_lethal
WBGene00016329,osr-1,larval_lethal
WBGene00018156,ncbp-1,larval_lethal
WBGene00003941,pbo-1,larval_lethal
WBGene00004481,rps-12,larval_lethal
WBGene00001996,hpl-2,larval_lethal
WBGene00004203,swsn-1,larval_lethal
WBGene00006059,stc-1,larval_lethal
WBGene00023405,sor-1,larval_lethal
WBGene00004013,pha-4,larval_lethal
WBGene00007029,mys-1,larval_lethal
WBGene00000669,col-94,larval_lethal
WBGene00007256,swsn-9,larval_lethal
WBGene00004164,pqn-83,larval_lethal
WBGene00003939,pax-3,larval_lethal
WBGene00164986,Y48A6C.6,larval_lethal
WBGene00012939,subs-4,larval_lethal
WBGene00004304,ran-3,larval_lethal
WBGene00015313,hpo-32,larval_lethal
WBGene00012236,W04A8.1,larval_lethal
WBGene00001905,his-31,larval_lethal
WBGene00000039,acn-1,larval_lethal
WBGene00016574,lido-11,larval_lethal
WBGene00013260,rsr-2,larval_lethal
WBGene00012735,sptf-3,larval_lethal
WBGene00008053,cdc-48.2,larval_lethal
WBGene00010333,copz-1,larval_lethal
WBGene00003656,nhr-66,larval_lethal
WBGene00006516,vps-16,larval_lethal
WBGene00009254,capg-1,larval_lethal
WBGene00022743,mlt-7,larval_lethal
WBGene00000431,ceh-6,larval_lethal
WBGene00021651,miro-3,larval_lethal
WBGene00000869,cyc-1,larval_lethal
WBGene00022182,swsn-3,larval_lethal
WBGene00009993,F53F4.11,larval_lethal
WBGene00002053,ifb-1,larval_lethal
WBGene00000156,apr-1,larval_lethal
WBGene00016431,C35A11.4,larval_lethal
WBGene00020679,ogdh-1,larval_lethal
WBGene00006923,vhp-1,larval_lethal
WBGene00021365,smgl-2,larval_lethal
WBGene00001082,dpy-23,larval_lethal
WBGene00002344,let-70,larval_lethal
WBGene00002201,kin-18,larval_lethal
WBGene00015116,pacs-1,larval_lethal
WBGene00000275,bub-1,larval_lethal
WBGene00004489,rps-20,larval_lethal
WBGene00018891,F55F8.3,larval_lethal
WBGene00006386,taf-5,larval_lethal
WBGene00010496,sec-12,larval_lethal
WBGene00003485,mua-6,larval_lethal
WBGene00011605,sftb-1,larval_lethal
WBGene00002855,let-721,larval_lethal
WBGene00001133,eat-2,larval_lethal
WBGene00013593,Y87G2A.1,larval_lethal
WBGene00010896,M28.5,larval_lethal
WBGene00002203,kin-20,larval_lethal
WBGene00002363,let-92,larval_lethal
WBGene00004475,rps-6,larval_lethal
WBGene00011814,gtf-2H2C,larval_lethal
WBGene00002348,myo-1,larval_lethal
WBGene00019001,ipgm-1,larval_lethal
WBGene00003080,lsm-6,larval_lethal
WBGene00004320,rbx-1,larval_lethal
WBGene00006796,unc-62,larval_lethal
WBGene00017356,F10E9.4,larval_lethal
WBGene00002134,inx-12,larval_lethal
WBGene00022277,homt-1,larval_lethal
WBGene00004189,pars-1,larval_lethal
WBGene00012721,Y39E4B.13,larval_lethal
WBGene00022027,vps-20,larval_lethal
WBGene00006733,ufd-1,larval_lethal
WBGene00009888,F49E2.5,larval_lethal
WBGene00003389,mog-1,larval_lethal
WBGene00003367,mix-1,larval_lethal
WBGene00008386,cdc-5L,larval_lethal
WBGene00004698,rsp-1,larval_lethal
WBGene00002130,inx-8,larval_lethal
WBGene00007014,mdt-10,larval_lethal
WBGene00022193,ppfr-4,larval_lethal
WBGene00011367,snpc-3.4,larval_lethal
WBGene00001881,his-7,larval_lethal
WBGene00018812,sumv-2,larval_lethal
WBGene00009823,gadr-6,larval_lethal
WBGene00004391,rnr-1,larval_lethal
WBGene00016170,tmem-131,larval_lethal
WBGene00003219,mes-1,larval_lethal
WBGene00000699,col-125,larval_lethal
WBGene00002135,inx-13,larval_lethal
WBGene00004090,eif-2Bgamma,larval_lethal
WBGene00017578,drl-1,larval_lethal
WBGene00206412,T24H7.8,larval_lethal
WBGene00001225,eif-3.B,larval_lethal
WBGene00001210,egl-46,larval_lethal
WBGene00006523,tam-1,larval_lethal
WBGene00003040,lin-59,larval_lethal
WBGene00015487,mrps-17,larval_lethal
WBGene00013129,Y52B11A.10,larval_lethal
WBGene00003134,mat-3,larval_lethal
WBGene00012125,T28D6.5,larval_lethal
WBGene00020868,eif-1,larval_lethal
WBGene00018991,F56F11.4,larval_lethal
WBGene00006964,xrn-2,larval_lethal
WBGene00008266,C53A5.6,larval_lethal
WBGene00018355,ceh-86,larval_lethal
WBGene00012650,orc-1,larval_lethal
WBGene00000448,pros-1,larval_lethal
WBGene00006912,vha-3,larval_lethal
WBGene00022816,fbn-1,larval_lethal
WBGene00011111,snfc-5,larval_lethal
WBGene00007252,mlt-2,larval_lethal
WBGene00017998,F33D4.6,larval_lethal
WBGene00015535,C06E4.6,larval_lethal
WBGene00003907,paf-2,larval_lethal
WBGene00020507,vha-15,larval_lethal
WBGene00001957,hlh-13,larval_lethal
WBGene00022852,ZK1127.5,larval_lethal
WBGene00044318,tag-267,larval_lethal
WBGene00012550,spcs-2,larval_lethal
WBGene00020528,lgc-54,larval_lethal
WBGene00013321,Y57G11C.31,larval_lethal
WBGene00018136,F37A4.6,larval_lethal
WBGene00012896,snrp-200,larval_lethal
WBGene00015298,C01F1.3,larval_lethal
WBGene00019402,syf-2,larval_lethal
WBGene00003258,cogc-1,larval_lethal
WBGene00016961,vps-32.1,larval_lethal
WBGene00019074,cpd-1,larval_lethal
WBGene00001939,his-65,larval_lethal
WBGene00023266,F07E5.10,larval_lethal
WBGene00002297,ect-2,larval_lethal
WBGene00017769,hmgs-1,larval_lethal
WBGene00004804,skn-1,larval_lethal
WBGene00000201,arx-3,larval_lethal
WBGene00012386,agef-1,larval_lethal
WBGene00009881,F49C12.12,larval_lethal
WBGene00003009,lin-23,larval_lethal
WBGene00004887,smn-1,larval_lethal
WBGene00001394,fat-2,larval_lethal
WBGene00020028,R12C12.8,larval_lethal
WBGene00003397,mom-5,larval_lethal
WBGene00013383,aptf-2,larval_lethal
WBGene00001194,egl-27,larval_lethal
WBGene00194785,C52E4.12,larval_lethal
WBGene00003132,mat-1,larval_lethal
WBGene00006754,unc-15,larval_lethal
WBGene00004504,rpt-4,larval_lethal
WBGene00004786,sex-1,larval_lethal
WBGene00004706,rsr-1,larval_lethal
WBGene00000381,cct-6,larval_lethal
WBGene00002169,isw-1,larval_lethal
WBGene00000110,alh-4,larval_lethal
WBGene00003071,lrp-1,larval_lethal
WBGene00004427,rpl-15,larval_lethal
WBGene00002245,lag-1,larval_lethal
WBGene00016837,syf-1,larval_lethal
WBGene00003821,nst-1,larval_lethal
WBGene00011884,enol-1,larval_lethal
WBGene00007042,pbrm-1,larval_lethal
WBGene00021012,pig-1,larval_lethal
WBGene00009595,cbp-3,larval_lethal
WBGene00020517,hpo-8,larval_lethal
WBGene00011775,T14G10.5,larval_lethal
WBGene00011142,R08D7.1,larval_lethal
WBGene00011116,pdcd-2,larval_lethal
WBGene00006915,vha-6,larval_lethal
WBGene00003846,odd-2,larval_lethal
WBGene00004699,rsp-2,larval_lethal
WBGene00006585,tni-3,larval_lethal
WBGene00012016,inpp-1,larval_lethal
WBGene00014141,ZK899.2,larval_lethal
WBGene00000502,chp-1,larval_lethal
WBGene00001332,eri-1,larval_lethal
WBGene00012769,hrpu-1,larval_lethal
WBGene00019380,K04C2.2,larval_lethal
WBGene00016737,miro-2,larval_lethal
WBGene00000896,dad-1,larval_lethal
WBGene00011109,R07E5.1,larval_lethal
WBGene00000063,act-1,larval_lethal
WBGene00004357,rho-1,larval_lethal
WBGene00007597,C15A11.2,larval_lethal
WBGene00044312,K04C2.8,larval_lethal
WBGene00009966,isy-1,larval_lethal
WBGene00003395,mom-2,larval_lethal
WBGene00007744,C26D10.3,larval_lethal
WBGene00003901,paa-1,larval_lethal
WBGene00001948,hlh-1,larval_lethal
WBGene00004503,rpt-3,larval_lethal
WBGene00010051,F54D5.5,larval_lethal
WBGene00001562,lin-66,larval_lethal
WBGene00003059,lpd-2,larval_lethal
WBGene00000915,hsp-90,larval_lethal
WBGene00007631,wht-3,larval_lethal
WBGene00000667,col-92,larval_lethal
WBGene00017037,D1069.3,larval_lethal
WBGene00022052,Y67D2.2,larval_lethal
WBGene00021921,rbm-39,larval_lethal
WBGene00001609,glp-1,larval_lethal
WBGene00008605,mlt-9,larval_lethal
WBGene00011067,vps-11,larval_lethal
WBGene00010485,ant-1.3,larval_lethal
WBGene00015734,copd-1,larval_lethal
WBGene00000251,bli-1,larval_lethal
WBGene00016250,hsp-110,larval_lethal
WBGene00002073,ima-2,larval_lethal
WBGene00006565,tfg-1,larval_lethal
WBGene00004424,rpl-12,larval_lethal
WBGene00003953,pbs-7,larval_lethal
WBGene00002335,let-60,larval_lethal
WBGene00018270,eas-1,larval_lethal
WBGene00004335,ref-2,larval_lethal
WBGene00001328,epi-1,larval_lethal
WBGene00019698,riok-1,larval_lethal
WBGene00006910,vha-1,larval_lethal
WBGene00003806,npp-20,larval_lethal
WBGene00003818,nsf-1,larval_lethal
WBGene00000659,col-84,larval_lethal
WBGene00019881,R05D3.8,larval_lethal
WBGene00007047,wts-1,larval_lethal
WBGene00016721,C46G7.1,larval_lethal
WBGene00002078,xpo-1,larval_lethal
WBGene00019154,glf-1,larval_lethal
WBGene00002915,let-805,larval_lethal
WBGene00003622,nhr-23,larval_lethal
WBGene00018007,F33D11.10,larval_lethal
WBGene00006803,unc-70,larval_lethal
WBGene00002552,let-327,larval_lethal
WBGene00002318,let-43,larval_lethal
WBGene00002709,let-518,larval_lethal
WBGene00000898,daf-2,larval_lethal
WBGene00002493,let-264,larval_lethal
WBGene00000441,ceh-18,larval_lethal
WBGene00002499,let-270,larval_lethal
WBGene00168760,21ur-12960,larval_lethal
WBGene00002487,let-258,larval_lethal
WBGene00003011,lin-25,larval_lethal
WBGene00002470,let-241,larval_lethal
WBGene00000366,cbp-1,larval_lethal
WBGene00002980,lgg-1,larval_lethal
WBGene00002285,let-7,larval_lethal
WBGene00002485,let-256,larval_lethal
WBGene00006829,unc-101,larval_lethal
WBGene00004217,ptr-2,larval_lethal
WBGene00002623,let-403,larval_lethal
WBGene00004206,pst-1,larval_lethal
WBGene00002848,let-714,larval_lethal
WBGene00017195,glo-4,larval_lethal
WBGene00010882,atg-7,larval_lethal
WBGene00196519,C08F8.10,larval_lethal
WBGene00002467,let-238,larval_lethal
WBGene00002498,let-269,larval_lethal
WBGene00018008,vpr-1,larval_lethal
WBGene00002494,let-265,larval_lethal
WBGene00002990,lin-1,larval_lethal
WBGene00002741,let-551,larval_lethal
WBGene00006870,vab-3,larval_lethal
WBGene00011083,glo-1,larval_lethal
WBGene00002880,let-755,larval_lethal
WBGene00002966,let-980,larval_lethal
WBGene00167341,21ur-8828,larval_lethal
WBGene00002759,let-580,larval_lethal
WBGene00002471,let-242,larval_lethal
WBGene00002678,let-467,larval_lethal
WBGene00197286,C42D8.13,larval_lethal
WBGene00006752,unc-13,larval_lethal
WBGene00002479,let-250,larval_lethal
WBGene00000457,ceh-36,larval_lethal
WBGene00004187,prp-8,larval_lethal
WBGene00010341,glo-3,larval_lethal
WBGene00003919,par-4,larval_lethal
WBGene00000812,csk-1,larval_lethal
WBGene00002469,let-240,larval_lethal
WBGene00001184,egl-15,larval_lethal
WBGene00006759,unc-22,larval_lethal
WBGene00002874,let-747,larval_lethal
WBGene00003772,nlr-1,larval_lethal
WBGene00195356,F57H12.10,larval_lethal
WBGene00002484,let-255,larval_lethal
WBGene00001679,gpb-1,larval_lethal
WBGene00002705,let-514,larval_lethal
WBGene00002861,let-728,larval_lethal
WBGene00002629,let-409,larval_lethal
WBGene00002496,let-267,larval_lethal
WBGene00002489,let-260,larval_lethal
WBGene00009899,efl-3,larval_lethal
WBGene00000149,apl-1,larval_lethal
WBGene00002762,let-583,larval_lethal
WBGene00002658,let-442,larval_lethal
WBGene00002486,let-257,larval_lethal
WBGene00000761,coq-1,larval_lethal
WBGene00173249,21ur-15611,larval_lethal
WBGene00002591,let-371,larval_lethal
WBGene00002346,let-72,larval_lethal
WBGene00006543,tbx-2,larval_lethal
WBGene00000904,daf-8,larval_lethal
WBGene00006699,uba-1,larval_lethal
WBGene00002562,let-339,larval_lethal
WBGene00170992,21ur-15248,larval_lethal
WBGene00002638,let-419,larval_lethal
WBGene00004186,prpf-4,larval_lethal
WBGene00002472,let-243,larval_lethal
WBGene00011257,npax-3,larval_lethal
WBGene00002495,let-266,larval_lethal
WBGene00171379,21ur-15445,larval_lethal
WBGene00002295,let-19,larval_lethal
WBGene00002642,let-423,larval_lethal
WBGene00002532,let-306,larval_lethal
WBGene00002299,let-23,larval_lethal
WBGene00002967,let-981,larval_lethal
WBGene00006410,nck-1,larval_lethal
WBGene00001979,hmp-2,larval_lethal
WBGene00196768,ZK909.7,larval_lethal
WBGene00002971,let-985,larval_lethal
WBGene00002547,let-322,larval_lethal
WBGene00002390,let-121,larval_lethal
WBGene00000444,ceh-21,larval_lethal
WBGene00004775,sep-1,larval_lethal
WBGene00003492,mum-2,larval_lethal
WBGene00020375,pigv-1,larval_lethal
WBGene00016750,let-611,larval_lethal
WBGene00002478,let-249,larval_lethal
WBGene00002465,let-236,larval_lethal
WBGene00004978,spg-7,larval_lethal
WBGene00002477,let-248,larval_lethal
WBGene00006868,vab-1,larval_lethal
WBGene00015168,pdi-6,larval_lethal
WBGene00002892,let-768,larval_lethal
WBGene00003657,nhr-67,larval_lethal
WBGene00050939,C05G5.7,larval_lethal
WBGene00196062,C49A1.11,larval_lethal
WBGene00002466,let-237,larval_lethal
WBGene00001377,eya-1,larval_lethal
WBGene00002482,let-253,larval_lethal
WBGene00003128,mal-4,larval_lethal
WBGene00006349,sur-2,larval_lethal
WBGene00044898,let-383,larval_lethal
WBGene00011034,paxt-1,larval_lethal
WBGene00019010,glo-2,larval_lethal
WBGene00003493,mum-3,larval_lethal
WBGene00003917,par-2,larval_lethal
WBGene00018321,sand-1,larval_lethal
WBGene00002847,let-713,larval_lethal
WBGene00002476,let-247,larval_lethal
WBGene00002663,let-448,larval_lethal
WBGene00002500,let-271,larval_lethal
WBGene00003034,lin-49,larval_lethal
WBGene00002492,let-263,larval_lethal
WBGene00002607,let-387,larval_lethal
WBGene00002488,let-259,larval_lethal
WBGene00002483,let-254,larval_lethal
WBGene00009743,sptf-1,larval_lethal
WBGene00000090,age-1,larval_lethal
WBGene00002568,let-346,larval_lethal
WBGene00003106,mab-9,larval_lethal
WBGene00002311,let-36,larval_lethal
WBGene00006869,vab-2,larval_lethal
WBGene00006492,let-391,larval_lethal
WBGene00002490,let-261,larval_lethal
WBGene00003121,mad-2,larval_lethal
WBGene00200155,R13.9,larval_lethal
WBGene00000095,aha-1,larval_lethal
WBGene00010700,nipi-3,larval_lethal
WBGene00000368,ccb-1,larval_lethal
WBGene00016643,vps-45,larval_lethal
WBGene00003491,mum-1,larval_lethal
WBGene00006766,unc-30,larval_lethal
WBGene00006941,wnk-1,larval_lethal
WBGene00002634,let-415,larval_lethal
WBGene00002056,ifc-2,adult_lethal
WBGene00021281,ell-1,adult_lethal
WBGene00003242,mig-6,adult_lethal
WBGene00018070,F35H10.5,adult_lethal
WBGene00015146,abi-1,adult_lethal
WBGene00001824,hbl-1,adult_lethal
WBGene00000255,bli-5,adult_lethal
WBGene00020866,vps-24,adult_lethal
WBGene00002891,let-767,adult_lethal
WBGene00004873,smc-3,adult_lethal
WBGene00020528,lgc-54,adult_lethal
WBGene00021292,copb-1,adult_lethal
WBGene00003930,pat-3,adult_lethal
WBGene00000479,cgh-1,adult_lethal
WBGene00000834,cua-1,adult_lethal
WBGene00004467,rpn-11,adult_lethal
WBGene00006699,uba-1,adult_lethal
WBGene00003932,pat-6,adult_lethal
WBGene00006787,unc-52,adult_lethal
WBGene00007703,gbf-1,adult_lethal
WBGene00004128,pqn-41,adult_lethal
WBGene00010333,copz-1,adult_lethal
WBGene00004266,rab-1,adult_lethal
WBGene00016374,swd-2.2,adult_lethal
WBGene00002915,let-805,adult_lethal
WBGene00001582,gfi-2,adult_lethal
WBGene00004746,sdc-2,adult_lethal
WBGene00007016,mdt-15,adult_lethal
WBGene00016913,lam-2,adult_lethal
WBGene00004462,rpn-6.1,adult_lethal
WBGene00011867,chc-1,adult_lethal
WBGene00004392,rnr-2,adult_lethal
WBGene00006776,unc-40,adult_lethal
WBGene00003210,mel-28,adult_lethal
WBGene00019245,sacy-1,adult_lethal
WBGene00000380,cct-5,adult_lethal
WBGene00016140,rpb-2,adult_lethal
WBGene00003825,ntl-2,adult_lethal
WBGene00003026,lin-41,adult_lethal
WBGene00001553,gcy-33,adult_lethal
WBGene00006707,ubc-12,adult_lethal
WBGene00006921,vha-12,adult_lethal
WBGene00020275,atp-4,adult_lethal
WBGene00003497,mup-4,adult_lethal
WBGene00007529,C11H1.3,adult_lethal
WBGene00020092,pcf-11,adult_lethal
WBGene00006349,sur-2,adult_lethal
WBGene00020517,hpo-8,adult_lethal
WBGene00004042,plk-1,adult_lethal
WBGene00004320,rbx-1,adult_lethal
WBGene00000413,cdt-1,adult_lethal
WBGene00001263,emb-9,adult_lethal
WBGene00002004,hsf-1,adult_lethal
WBGene00000443,ceh-20,adult_lethal
WBGene00000872,cyk-1,adult_lethal
WBGene00000876,cyl-1,adult_lethal
WBGene00004478,rps-9,adult_lethal
WBGene00008259,C52E4.7,adult_lethal
WBGene00007980,C36E8.1,adult_lethal
WBGene00010629,K07C5.6,adult_lethal
WBGene00001249,elt-1,adult_lethal
WBGene00002053,ifb-1,adult_lethal
WBGene00010756,K10G9.2,adult_lethal
WBGene00002845,let-711,adult_lethal
WBGene00003153,mca-3,adult_lethal
WBGene00016583,tag-335,adult_lethal
WBGene00002344,let-70,adult_lethal
WBGene00009885,F49E2.1,adult_lethal
WBGene00194785,C52E4.12,adult_lethal
WBGene00001840,hel-1,adult_lethal
WBGene00011605,sftb-1,adult_lethal
WBGene00003657,nhr-67,adult_lethal
WBGene00003981,pes-8,adult_lethal
WBGene00003834,nxf-1,adult_lethal
WBGene00000110,alh-4,adult_lethal
WBGene00044072,ham-3,adult_lethal
WBGene00004121,ptrn-1,adult_lethal
WBGene00011647,noca-1,adult_lethal
WBGene00000105,alg-1,adult_lethal
WBGene00003076,lsm-1,adult_lethal
WBGene00001145,eat-16,adult_lethal
WBGene00002696,let-504,adult_lethal
WBGene00050939,C05G5.7,adult_lethal
WBGene00044008,gip-2,adult_lethal
WBGene00000913,daf-18,adult_lethal
WBGene00002285,let-7,adult_lethal
WBGene00008564,acox-1.1,adult_lethal
