wb_gene_id,gene_name,time
WBGene00016716,acs-17,emb_lethal
WBGene00004806,skp-1,emb_lethal
WBGene00000923,daf-31,emb_lethal
WBGene00015562,C07D8.2,emb_lethal
WBGene00014250,ZK1307.9,emb_lethal
WBGene00010919,M117.3,emb_lethal
WBGene00008144,gasr-8,emb_lethal
WBGene00017920,jmjd-1.2,emb_lethal
WBGene00005020,sqv-2,emb_lethal
WBGene00000106,alg-2,emb_lethal
WBGene00013144,pno-1,emb_lethal
WBGene00001947,his-73,emb_lethal
WBGene00017300,rpc-2,emb_lethal
WBGene00011803,T16G12.1,emb_lethal
WBGene00006876,vab-10,emb_lethal
WBGene00003457,msp-64,emb_lethal
WBGene00016431,C35A11.4,emb_lethal
WBGene00004808,skr-2,emb_lethal
WBGene00016265,trhr-1,emb_lethal
WBGene00001900,his-26,emb_lethal
WBGene00007703,gbf-1,emb_lethal
WBGene00017797,symk-1,emb_lethal
WBGene00004409,rla-1,emb_lethal
WBGene00000248,ben-1,emb_lethal
WBGene00015752,C14B9.2,emb_lethal
WBGene00006381,tac-1,emb_lethal
WBGene00004013,pha-4,emb_lethal
WBGene00010846,M04B2.2,emb_lethal
WBGene00000254,bli-4,emb_lethal
WBGene00005704,sru-41,emb_lethal
WBGene00003391,mog-3,emb_lethal
WBGene00000145,apc-11,emb_lethal
WBGene00001194,egl-27,emb_lethal
WBGene00004197,prx-12,emb_lethal
WBGene00006805,unc-73,emb_lethal
WBGene00005025,sqv-7,emb_lethal
WBGene00004373,rme-1,emb_lethal
WBGene00001931,his-57,emb_lethal
WBGene00010637,K07F5.12,emb_lethal
WBGene00001933,his-59,emb_lethal
WBGene00008781,rpoa-2,emb_lethal
WBGene00010757,pad-2,emb_lethal
WBGene00004953,spd-2,emb_lethal
WBGene00020404,T10B11.8,emb_lethal
WBGene00015581,C07H6.4,emb_lethal
WBGene00009364,F33H1.3,emb_lethal
WBGene00018849,spt-16,emb_lethal
WBGene00008262,ril-1,emb_lethal
WBGene00009595,cbp-3,emb_lethal
WBGene00022192,Y71H2B.2,emb_lethal
WBGene00007078,AC8.6,emb_lethal
WBGene00009575,F40F8.1,emb_lethal
WBGene00017075,nap-1,emb_lethal
WBGene00000409,cdk-8,emb_lethal
WBGene00001892,his-18,emb_lethal
WBGene00006529,tba-2,emb_lethal
WBGene00019289,kcc-3,emb_lethal
WBGene00006731,uev-2,emb_lethal
WBGene00009712,F44G4.2,emb_lethal
WBGene00020516,T15B7.1,emb_lethal
WBGene00011734,mlc-5,emb_lethal
WBGene00006540,tbg-1,emb_lethal
WBGene00021465,ekl-7,emb_lethal
WBGene00010621,egg-6,emb_lethal
WBGene00004426,rpl-14,emb_lethal
WBGene00018926,F56A11.6,emb_lethal
WBGene00011638,ostb-1,emb_lethal
WBGene00006595,top-1,emb_lethal
WBGene00002077,imb-3,emb_lethal
WBGene00008053,cdc-48.2,emb_lethal
WBGene00013025,vha-13,emb_lethal
WBGene00000158,apg-1,emb_lethal
WBGene00001340,etr-1,emb_lethal
WBGene00001039,dnj-21,emb_lethal
WBGene00010279,letm-1,emb_lethal
WBGene00000728,col-155,emb_lethal
WBGene00044072,ham-3,emb_lethal
WBGene00000235,baf-1,emb_lethal
WBGene00006584,tni-1,emb_lethal
WBGene00011348,T01H3.2,emb_lethal
WBGene00006889,pfd-3,emb_lethal
WBGene00007900,C33D9.6,emb_lethal
WBGene00004419,rpl-7A,emb_lethal
WBGene00002261,ldb-1,emb_lethal
WBGene00015297,sco-1,emb_lethal
WBGene00044180,C47E8.11,emb_lethal
WBGene00018152,acs-4,emb_lethal
WBGene00015551,C06G3.5,emb_lethal
WBGene00011305,R186.1,emb_lethal
WBGene00017360,F10E9.11,emb_lethal
WBGene00003515,myo-3,emb_lethal
WBGene00021808,Y53G8AM.8,emb_lethal
WBGene00013997,ZK550.3,emb_lethal
WBGene00003949,pbs-3,emb_lethal
WBGene00003831,nuo-1,emb_lethal
WBGene00022617,ZC477.2,emb_lethal
WBGene00021469,Y39G10AR.11,emb_lethal
WBGene00018434,ceh-81,emb_lethal
WBGene00003048,lit-1,emb_lethal
WBGene00011971,lron-9,emb_lethal
WBGene00017309,F09F9.4,emb_lethal
WBGene00017746,F23F1.5,emb_lethal
WBGene00001193,egl-26,emb_lethal
WBGene00002045,icd-1,emb_lethal
WBGene00018958,F56C11.6,emb_lethal
WBGene00012115,T28B8.4,emb_lethal
WBGene00018007,F33D11.10,emb_lethal
WBGene00006465,fntb-1,emb_lethal
WBGene00004238,ptr-24,emb_lethal
WBGene00006538,tbb-4,emb_lethal
WBGene00013443,such-1,emb_lethal
WBGene00011309,R186.8,emb_lethal
WBGene00019051,srz-23,emb_lethal
WBGene00000659,col-84,emb_lethal
WBGene00003229,mex-3,emb_lethal
WBGene00011334,mrps-14,emb_lethal
WBGene00018294,atg-18,emb_lethal
WBGene00001946,his-72,emb_lethal
WBGene00004338,rfc-2,emb_lethal
WBGene00009993,F53F4.11,emb_lethal
WBGene00008476,E03H4.8,emb_lethal
WBGene00015207,B0495.8,emb_lethal
WBGene00004972,spe-26,emb_lethal
WBGene00012386,agef-1,emb_lethal
WBGene00000864,cya-2,emb_lethal
WBGene00020093,R144.3,emb_lethal
WBGene00003214,mel-32,emb_lethal
WBGene00001558,gdi-1,emb_lethal
WBGene00022182,swsn-3,emb_lethal
WBGene00014118,ZK858.5,emb_lethal
WBGene00006931,vps-26,emb_lethal
WBGene00003954,pcm-1,emb_lethal
WBGene00013380,memi-2,emb_lethal
WBGene00001570,gei-13,emb_lethal
WBGene00007376,C06C3.5,emb_lethal
WBGene00003676,nhr-86,emb_lethal
WBGene00011884,enol-1,emb_lethal
WBGene00015413,pdhb-1,emb_lethal
WBGene00008034,C39E9.11,emb_lethal
WBGene00012005,jun-1,emb_lethal
WBGene00000378,cct-2,emb_lethal
WBGene00004504,rpt-4,emb_lethal
WBGene00001674,gpa-12,emb_lethal
WBGene00010546,K03H1.11,emb_lethal
WBGene00017999,emc-6,emb_lethal
WBGene00003989,pfn-1,emb_lethal
WBGene00007971,rpb-3,emb_lethal
WBGene00020149,T01D1.4,emb_lethal
WBGene00001259,emb-5,emb_lethal
WBGene00013729,Y111B2A.3,emb_lethal
WBGene00019630,emb-1,emb_lethal
WBGene00000275,bub-1,emb_lethal
WBGene00003732,nhx-4,emb_lethal
WBGene00019678,K12H4.3,emb_lethal
WBGene00020035,egg-5,emb_lethal
WBGene00003389,mog-1,emb_lethal
WBGene00007000,tufm-1,emb_lethal
WBGene00019989,R09F10.8,emb_lethal
WBGene00021334,vps-4,emb_lethal
WBGene00000880,cyn-4,emb_lethal
WBGene00009992,F53F4.10,emb_lethal
WBGene00004014,phb-1,emb_lethal
WBGene00000247,bec-1,emb_lethal
WBGene00000705,col-131,emb_lethal
WBGene00022750,ZK484.4,emb_lethal
WBGene00021715,Y49F6B.2,emb_lethal
WBGene00003242,mig-6,emb_lethal
WBGene00011292,allo-1,emb_lethal
WBGene00004814,skr-8,emb_lethal
WBGene00022017,Y61A9LA.5,emb_lethal
WBGene00000516,cki-1,emb_lethal
WBGene00001869,him-10,emb_lethal
WBGene00006061,stl-1,emb_lethal
WBGene00001230,eif-3.G,emb_lethal
WBGene00019703,fbxb-41,emb_lethal
WBGene00000081,ads-1,emb_lethal
WBGene00012015,T25B9.9,emb_lethal
WBGene00022593,ZC328.3,emb_lethal
WBGene00017984,F32D1.5,emb_lethal
WBGene00003789,npp-3,emb_lethal
WBGene00022854,cin-4,emb_lethal
WBGene00011391,mrps-12,emb_lethal
WBGene00009122,tct-1,emb_lethal
WBGene00004816,skr-10,emb_lethal
WBGene00017673,icmt-1,emb_lethal
WBGene00010839,chl-1,emb_lethal
WBGene00000276,byn-1,emb_lethal
WBGene00017134,EEED8.3,emb_lethal
WBGene00007128,memb-1,emb_lethal
WBGene00004412,rpl-1,emb_lethal
WBGene00018578,F47G3.3,emb_lethal
WBGene00001017,dnc-1,emb_lethal
WBGene00000529,clh-2,emb_lethal
WBGene00012208,W02D9.2,emb_lethal
WBGene00018010,F33E11.2,emb_lethal
WBGene00009653,F43D9.1,emb_lethal
WBGene00006988,zyg-1,emb_lethal
WBGene00001898,his-24,emb_lethal
WBGene00020064,kbp-1,emb_lethal
WBGene00000408,cdk-7,emb_lethal
WBGene00007139,mnp-1,emb_lethal
WBGene00002219,klp-7,emb_lethal
WBGene00022348,Y82E9BR.16,emb_lethal
WBGene00004239,puf-3,emb_lethal
WBGene00003149,mbk-1,emb_lethal
WBGene00000088,aex-5,emb_lethal
WBGene00018170,nspb-1,emb_lethal
WBGene00001682,gpc-2,emb_lethal
WBGene00006773,unc-37,emb_lethal
WBGene00006593,tol-1,emb_lethal
WBGene00016347,C33E10.5,emb_lethal
WBGene00012602,Y38E10A.24,emb_lethal
WBGene00011897,scpl-4,emb_lethal
WBGene00019759,M03F4.6,emb_lethal
WBGene00303105,R07E5.19,emb_lethal
WBGene00008555,F07C6.4,emb_lethal
WBGene00016989,mrpl-48,emb_lethal
WBGene00002223,klp-12,emb_lethal
WBGene00004257,pxn-2,emb_lethal
WBGene00018403,F44A2.3,emb_lethal
WBGene00007029,mys-1,emb_lethal
WBGene00007256,swsn-9,emb_lethal
WBGene00008529,F02E9.3,emb_lethal
WBGene00016197,pxl-1,emb_lethal
WBGene00012276,his-74,emb_lethal
WBGene00001232,eif-3.I,emb_lethal
WBGene00012245,rbm-25,emb_lethal
WBGene00008682,lex-1,emb_lethal
WBGene00271657,Y38E10A.33,emb_lethal
WBGene00012198,W02B8.2,emb_lethal
WBGene00009126,pyk-1,emb_lethal
WBGene00012556,mrps-10,emb_lethal
WBGene00019007,ucr-11,emb_lethal
WBGene00044276,nspa-11,emb_lethal
WBGene00000591,coh-1,emb_lethal
WBGene00007972,prp-4,emb_lethal
WBGene00017286,F09E5.8,emb_lethal
WBGene00003923,pas-2,emb_lethal
WBGene00003605,nhr-6,emb_lethal
WBGene00011687,cwc-15,emb_lethal
WBGene00001461,flp-18,emb_lethal
WBGene00006349,sur-2,emb_lethal
WBGene00016770,C49C8.6,emb_lethal
WBGene00077732,szy-4,emb_lethal
WBGene00022310,Y77E11A.7,emb_lethal
WBGene00004198,prx-13,emb_lethal
WBGene00019666,sago-1,emb_lethal
WBGene00019608,ani-2,emb_lethal
WBGene00009172,F26F2.7,emb_lethal
WBGene00001590,C45G3.3,emb_lethal
WBGene00009661,patr-1,emb_lethal
WBGene00003834,nxf-1,emb_lethal
WBGene00018162,nspb-3,emb_lethal
WBGene00003836,nxt-1,emb_lethal
WBGene00000168,apx-1,emb_lethal
WBGene00011729,set-16,emb_lethal
WBGene00021127,W10C8.4,emb_lethal
WBGene00004449,rpl-35,emb_lethal
WBGene00000441,ceh-18,emb_lethal
WBGene00001906,his-32,emb_lethal
WBGene00001337,ears-1,emb_lethal
WBGene00018156,ncbp-1,emb_lethal
WBGene00003243,mig-10,emb_lethal
WBGene00007975,gls-1,emb_lethal
WBGene00016763,C49A9.9,emb_lethal
WBGene00003787,npp-1,emb_lethal
WBGene00014243,dcaf-1,emb_lethal
WBGene00006697,uaf-1,emb_lethal
WBGene00022336,Y82E9BR.3,emb_lethal
WBGene00008684,mig-32,emb_lethal
WBGene00021248,Y22D7AL.10,emb_lethal
WBGene00003950,pbs-4,emb_lethal
WBGene00017395,F12A10.6,emb_lethal
WBGene00008295,nlp-39,emb_lethal
WBGene00004420,rpl-9,emb_lethal
WBGene00019793,M151.1,emb_lethal
WBGene00003373,mlh-1,emb_lethal
WBGene00044680,F30A10.13,emb_lethal
WBGene00003797,npp-11,emb_lethal
WBGene00001253,elt-6,emb_lethal
WBGene00017605,F19F10.9,emb_lethal
WBGene00000182,arf-1.2,emb_lethal
WBGene00000240,pah-1,emb_lethal
WBGene00011109,R07E5.1,emb_lethal
WBGene00017642,F20D12.2,emb_lethal
WBGene00003228,mex-1,emb_lethal
WBGene00010130,vha-14,emb_lethal
WBGene00004479,rps-10,emb_lethal
WBGene00014224,mrps-23,emb_lethal
WBGene00019001,ipgm-1,emb_lethal
WBGene00017466,F14F9.3,emb_lethal
WBGene00001983,hoe-1,emb_lethal
WBGene00003651,nhr-61,emb_lethal
WBGene00000872,cyk-1,emb_lethal
WBGene00000502,chp-1,emb_lethal
WBGene00004430,rpl-18,emb_lethal
WBGene00004277,rab-18,emb_lethal
WBGene00001932,his-58,emb_lethal
WBGene00019061,F58F12.1,emb_lethal
WBGene00022493,mrpl-45,emb_lethal
WBGene00008386,cdc-5L,emb_lethal
WBGene00004425,rpl-13,emb_lethal
WBGene00017832,kbp-2,emb_lethal
WBGene00022193,ppfr-4,emb_lethal
WBGene00004303,ran-2,emb_lethal
WBGene00016118,C25H3.9,emb_lethal
WBGene00014222,trpp-3,emb_lethal
WBGene00000833,cts-1,emb_lethal
WBGene00045102,F52B11.8,emb_lethal
WBGene00011432,sdz-30,emb_lethal
WBGene00002889,let-765,emb_lethal
WBGene00001893,his-19,emb_lethal
WBGene00044329,cpsf-4,emb_lethal
WBGene00001832,hcp-4,emb_lethal
WBGene00010785,top-2,emb_lethal
WBGene00000567,cnx-1,emb_lethal
WBGene00011908,pash-1,emb_lethal
WBGene00013735,Y111B2A.12,emb_lethal
WBGene00017988,fipp-1,emb_lethal
WBGene00001284,emb-30,emb_lethal
WBGene00002196,kin-10,emb_lethal
WBGene00010890,ddb-1,emb_lethal
WBGene00010896,M28.5,emb_lethal
WBGene00018270,eas-1,emb_lethal
WBGene00006391,taf-9,emb_lethal
WBGene00000067,act-5,emb_lethal
WBGene00017350,F10E7.9,emb_lethal
WBGene00009123,F25H2.12,emb_lethal
WBGene00007188,B0464.9,emb_lethal
WBGene00003777,nmy-2,emb_lethal
WBGene00001236,elc-1,emb_lethal
WBGene00009051,nduf-6,emb_lethal
WBGene00016311,efr-3,emb_lethal
WBGene00001653,gon-4,emb_lethal
WBGene00016408,prmt-5,emb_lethal
WBGene00009078,rpb-12,emb_lethal
WBGene00016163,C27D9.1,emb_lethal
WBGene00012975,Y48A6C.2,emb_lethal
WBGene00001918,his-44,emb_lethal
WBGene00007385,atp-5,emb_lethal
WBGene00013985,sec-16,emb_lethal
WBGene00001401,fbf-1,emb_lethal
WBGene00006982,zig-5,emb_lethal
WBGene00011645,T09B9.4,emb_lethal
WBGene00001883,his-9,emb_lethal
WBGene00004464,rpn-8,emb_lethal
WBGene00016509,adss-1,emb_lethal
WBGene00022473,bet-1,emb_lethal
WBGene00013442,Y66D12A.16,emb_lethal
WBGene00007501,apc-17,emb_lethal
WBGene00044226,K08E5.4,emb_lethal
WBGene00013006,lin-38,emb_lethal
WBGene00003472,mtk-1,emb_lethal
WBGene00007186,B0464.6,emb_lethal
WBGene00004118,pqn-29,emb_lethal
WBGene00000814,csn-2,emb_lethal
WBGene00008455,E02H1.1,emb_lethal
WBGene00010097,srpa-68,emb_lethal
WBGene00007014,mdt-10,emb_lethal
WBGene00000962,dhc-1,emb_lethal
WBGene00000163,apb-3,emb_lethal
WBGene00019341,K02F6.7,emb_lethal
WBGene00017982,hpo-18,emb_lethal
WBGene00005015,spt-5,emb_lethal
WBGene00020275,atp-4,emb_lethal
WBGene00016955,perm-5,emb_lethal
WBGene00001685,gpd-3,emb_lethal
WBGene00020945,clec-219,emb_lethal
WBGene00014848,VM106R.1,emb_lethal
WBGene00004726,sas-4,emb_lethal
WBGene00015927,dyci-1,emb_lethal
WBGene00012888,sas-6,emb_lethal
WBGene00001840,hel-1,emb_lethal
WBGene00004701,rsp-4,emb_lethal
WBGene00015133,mrpl-11,emb_lethal
WBGene00001904,his-30,emb_lethal
WBGene00003861,oig-3,emb_lethal
WBGene00020696,pygl-1,emb_lethal
WBGene00005022,sqv-4,emb_lethal
WBGene00008639,F10B5.2,emb_lethal
WBGene00001967,hlh-28,emb_lethal
WBGene00008825,F14H3.6,emb_lethal
WBGene00007627,ccdc-55,emb_lethal
WBGene00013978,ZK507.1,emb_lethal
WBGene00018862,wago-2,emb_lethal
WBGene00002272,lec-9,emb_lethal
WBGene00000803,csb-1,emb_lethal
WBGene00009035,gfat-2,emb_lethal
WBGene00044342,T05B11.7,emb_lethal
WBGene00013998,gtf-2E1,emb_lethal
WBGene00020169,mmaa-1,emb_lethal
WBGene00006617,tars-1,emb_lethal
WBGene00007017,mdt-17,emb_lethal
WBGene00017895,vrk-1,emb_lethal
WBGene00020340,T08B1.1,emb_lethal
WBGene00017327,F10C1.8,emb_lethal
WBGene00017317,attf-2,emb_lethal
WBGene00006826,unc-97,emb_lethal
WBGene00000549,cls-2,emb_lethal
WBGene00004438,rpl-25.1,emb_lethal
WBGene00001595,gld-1,emb_lethal
WBGene00001498,fars-3,emb_lethal
WBGene00003924,pas-3,emb_lethal
WBGene00000151,apn-1,emb_lethal
WBGene00013208,Y54G9A.5,emb_lethal
WBGene00006968,yars-2,emb_lethal
WBGene00002065,iff-2,emb_lethal
WBGene00015023,B0205.9,emb_lethal
WBGene00013021,Y48G10A.4,emb_lethal
WBGene00302964,Y62E10A.23,emb_lethal
WBGene00006537,tbb-2,emb_lethal
WBGene00001487,frk-1,emb_lethal
WBGene00008838,F15A4.2,emb_lethal
WBGene00013682,Y105E8A.25,emb_lethal
WBGene00004491,rps-22,emb_lethal
WBGene00009937,lsl-1,emb_lethal
WBGene00000381,cct-6,emb_lethal
WBGene00010077,F55A11.4,emb_lethal
WBGene00003159,mcm-7,emb_lethal
WBGene00004442,rpl-28,emb_lethal
WBGene00016422,noah-1,emb_lethal
WBGene00020036,R12E2.11,emb_lethal
WBGene00018908,fncm-1,emb_lethal
WBGene00007012,mdt-4,emb_lethal
WBGene00004042,plk-1,emb_lethal
WBGene00009671,mfap-1,emb_lethal
WBGene00002075,imb-1,emb_lethal
WBGene00017313,cpsf-2,emb_lethal
WBGene00017467,F14F9.4,emb_lethal
WBGene00016028,flp-24,emb_lethal
WBGene00006607,tre-1,emb_lethal
WBGene00016816,C50E3.5,emb_lethal
WBGene00010700,nipi-3,emb_lethal
WBGene00017165,F01F1.11,emb_lethal
WBGene00001972,hmg-1.2,emb_lethal
WBGene00006708,ubc-13,emb_lethal
WBGene00016277,C30G12.6,emb_lethal
WBGene00003812,nrf-5,emb_lethal
WBGene00008857,timm-23,emb_lethal
WBGene00008968,elli-1,emb_lethal
WBGene00003920,par-5,emb_lethal
WBGene00003392,mog-4,emb_lethal
WBGene00008506,tkt-1,emb_lethal
WBGene00016360,C33G8.2,emb_lethal
WBGene00010596,K06A4.6,emb_lethal
WBGene00004874,smc-4,emb_lethal
WBGene00004702,rsp-5,emb_lethal
WBGene00006518,bckd-1B,emb_lethal
WBGene00016508,C37H5.5,emb_lethal
WBGene00019823,fnta-1,emb_lethal
WBGene00011247,mrpl-49,emb_lethal
WBGene00001133,eat-2,emb_lethal
WBGene00006626,tsn-1,emb_lethal
WBGene00015943,tiar-1,emb_lethal
WBGene00015797,C15F1.8,emb_lethal
WBGene00020343,acs-3,emb_lethal
WBGene00008641,pch-2,emb_lethal
WBGene00004302,ran-1,emb_lethal
WBGene00019627,hira-1,emb_lethal
WBGene00001075,dpy-14,emb_lethal
WBGene00013917,cdk-11.2,emb_lethal
WBGene00006796,unc-62,emb_lethal
WBGene00017342,F10D7.5,emb_lethal
WBGene00009103,rtfo-1,emb_lethal
WBGene00006996,zyg-11,emb_lethal
WBGene00011835,T19B10.8,emb_lethal
WBGene00017132,tofu-6,emb_lethal
WBGene00002994,lin-5,emb_lethal
WBGene00017004,nrd-1,emb_lethal
WBGene00004015,phb-2,emb_lethal
WBGene00010892,dhhc-6,emb_lethal
WBGene00022455,tyms-1,emb_lethal
WBGene00003044,lir-1,emb_lethal
WBGene00003758,nlp-20,emb_lethal
WBGene00021656,Y48D7A.1,emb_lethal
WBGene00020577,T19D12.2,emb_lethal
WBGene00006565,tfg-1,emb_lethal
WBGene00004439,rpl-25.2,emb_lethal
WBGene00001088,dpy-30,emb_lethal
WBGene00019698,riok-1,emb_lethal
WBGene00002229,klp-19,emb_lethal
WBGene00017076,D2096.9,emb_lethal
WBGene00000092,ags-3,emb_lethal
WBGene00001093,drp-1,emb_lethal
WBGene00002051,ifa-3,emb_lethal
WBGene00016116,C25H3.7,emb_lethal
WBGene00018443,btb-7,emb_lethal
WBGene00020073,sdz-28,emb_lethal
WBGene00011272,dtmk-1,emb_lethal
WBGene00255596,Y37B11A.8,emb_lethal
WBGene00000203,arx-5,emb_lethal
WBGene00011986,T24D1.3,emb_lethal
WBGene00004117,sin-3,emb_lethal
WBGene00010681,mak-1,emb_lethal
WBGene00009774,F46B6.9,emb_lethal
WBGene00010624,mrps-15,emb_lethal
WBGene00017245,srpa-72,emb_lethal
WBGene00044995,Y105C5A.28,emb_lethal
WBGene00020661,smz-2,emb_lethal
WBGene00002152,iars-1,emb_lethal
WBGene00003907,paf-2,emb_lethal
WBGene00003729,nhx-1,emb_lethal
WBGene00003835,nxf-2,emb_lethal
WBGene00004478,rps-9,emb_lethal
WBGene00009208,F28C6.9,emb_lethal
WBGene00017621,F20A1.10,emb_lethal
WBGene00020763,ztf-18,emb_lethal
WBGene00019510,K07H8.10,emb_lethal
WBGene00001860,him-1,emb_lethal
WBGene00001707,grh-1,emb_lethal
WBGene00006958,wve-1,emb_lethal
WBGene00001085,dpy-26,emb_lethal
WBGene00015235,cdc-26,emb_lethal
WBGene00009165,gpx-1,emb_lethal
WBGene00008546,gfat-1,emb_lethal
WBGene00000376,ccr-4,emb_lethal
WBGene00017663,F21D12.3,emb_lethal
WBGene00001917,his-43,emb_lethal
WBGene00017238,F08B4.7,emb_lethal
WBGene00007199,B0513.7,emb_lethal
WBGene00012004,dyrb-1,emb_lethal
WBGene00002005,hsp-1,emb_lethal
WBGene00000875,cyk-4,emb_lethal
WBGene00011410,T04A8.8,emb_lethal
WBGene00004068,pnk-1,emb_lethal
WBGene00022185,Y71H2AM.20,emb_lethal
WBGene00001808,gut-2,emb_lethal
WBGene00001040,dnj-22,emb_lethal
WBGene00004458,rpn-1,emb_lethal
WBGene00010579,K05C4.2,emb_lethal
WBGene00009211,wdr-46,emb_lethal
WBGene00003025,lin-40,emb_lethal
WBGene00005619,srj-34,emb_lethal
WBGene00011759,mrps-18B,emb_lethal
WBGene00001637,gly-12,emb_lethal
WBGene00017691,ilys-5,emb_lethal
WBGene00003224,mes-6,emb_lethal
WBGene00000374,cyp-31A1,emb_lethal
WBGene00015464,C05C8.7,emb_lethal
WBGene00016496,C37C3.2,emb_lethal
WBGene00009939,ztf-11,emb_lethal
WBGene00007464,algn-8,emb_lethal
WBGene00000888,cyn-12,emb_lethal
WBGene00018967,ddx-15,emb_lethal
WBGene00004492,rps-23,emb_lethal
WBGene00019323,teg-4,emb_lethal
WBGene00009118,F25H2.4,emb_lethal
WBGene00010458,mrpl-10,emb_lethal
WBGene00018595,fbxa-145,emb_lethal
WBGene00003790,npp-4,emb_lethal
WBGene00013877,ZC376.6,emb_lethal
WBGene00020775,T24E12.6,emb_lethal
WBGene00012675,Y39B6A.13,emb_lethal
WBGene00003106,mab-9,emb_lethal
WBGene00001568,snpc-4,emb_lethal
WBGene00021172,Y8A9A.3,emb_lethal
WBGene00003968,peb-1,emb_lethal
WBGene00012342,mtr-4,emb_lethal
WBGene00009926,noah-2,emb_lethal
WBGene00022223,Y73B3B.1,emb_lethal
WBGene00008921,ctf-4,emb_lethal
WBGene00004679,rars-1,emb_lethal
WBGene00018998,flap-1,emb_lethal
WBGene00006707,ubc-12,emb_lethal
WBGene00002295,let-19,emb_lethal
WBGene00006377,syp-3,emb_lethal
WBGene00018660,F52C6.3,emb_lethal
WBGene00006516,vps-16,emb_lethal
WBGene00004431,rpl-19,emb_lethal
WBGene00016990,vps-37,emb_lethal
WBGene00007222,C01F6.2,emb_lethal
WBGene00004813,skr-7,emb_lethal
WBGene00000206,asb-1,emb_lethal
WBGene00002054,ifb-2,emb_lethal
WBGene00001165,efn-4,emb_lethal
WBGene00019502,K07G6.1,emb_lethal
WBGene00001258,emb-4,emb_lethal
WBGene00011510,pdha-1,emb_lethal
WBGene00020417,nuo-2,emb_lethal
WBGene00008526,F02D10.6,emb_lethal
WBGene00020950,dlst-1,emb_lethal
WBGene00302980,F53E2.2,emb_lethal
WBGene00014054,dbt-1,emb_lethal
WBGene00006331,sup-26,emb_lethal
WBGene00003963,pdi-2,emb_lethal
WBGene00004421,rpl-10,emb_lethal
WBGene00003622,nhr-23,emb_lethal
WBGene00021604,Y46H3C.4,emb_lethal
WBGene00009893,F49E11.7,emb_lethal
WBGene00022122,trap-1,emb_lethal
WBGene00012187,rpb-11,emb_lethal
WBGene00002215,klc-2,emb_lethal
WBGene00003788,npp-2,emb_lethal
WBGene00016323,C32E8.5,emb_lethal
WBGene00008239,fshr-1,emb_lethal
WBGene00006342,sup-37,emb_lethal
WBGene00004422,rpl-11.1,emb_lethal
WBGene00043948,ZC262.7,emb_lethal
WBGene00011116,pdcd-2,emb_lethal
WBGene00000207,asb-2,emb_lethal
WBGene00006946,prx-10,emb_lethal
WBGene00044614,C36B1.14,emb_lethal
WBGene00004728,sax-2,emb_lethal
WBGene00010993,vha-20,emb_lethal
WBGene00009485,F36G9.3,emb_lethal
WBGene00000110,alh-4,emb_lethal
WBGene00002010,hsp-6,emb_lethal
WBGene00012719,Y39E4B.10,emb_lethal
WBGene00000201,arx-3,emb_lethal
WBGene00014852,W02A11.6,emb_lethal
WBGene00001911,his-37,emb_lethal
WBGene00021347,rpb-10,emb_lethal
WBGene00020268,hpo-19,emb_lethal
WBGene00015021,B0205.6,emb_lethal
WBGene00011591,T07F10.5,emb_lethal
WBGene00001263,emb-9,emb_lethal
WBGene00044312,K04C2.8,emb_lethal
WBGene00014087,ZK809.5,emb_lethal
WBGene00021899,Y54H5A.1,emb_lethal
WBGene00009013,mrps-33,emb_lethal
WBGene00021006,dct-9,emb_lethal
WBGene00005188,srg-31,emb_lethal
WBGene00009335,F32D8.13,emb_lethal
WBGene00013132,strd-1,emb_lethal
WBGene00003967,pdr-1,emb_lethal
WBGene00019638,K10F12.6,emb_lethal
WBGene00011064,adsl-1,emb_lethal
WBGene00022425,plst-1,emb_lethal
WBGene00010555,K04C1.5,emb_lethal
WBGene00004221,ptr-6,emb_lethal
WBGene00006600,tph-1,emb_lethal
WBGene00010319,F59B10.3,emb_lethal
WBGene00015807,C16A3.2,emb_lethal
WBGene00015203,cdk-11.1,emb_lethal
WBGene00004188,prp-21,emb_lethal
WBGene00004451,rpl-37,emb_lethal
WBGene00004436,rpl-24.1,emb_lethal
WBGene00003476,mtm-3,emb_lethal
WBGene00010305,F59A2.5,emb_lethal
WBGene00000157,aps-2,emb_lethal
WBGene00013109,Y51H4A.15,emb_lethal
WBGene00009248,F29C12.6,emb_lethal
WBGene00019322,ahcy-1,emb_lethal
WBGene00004128,pqn-41,emb_lethal
WBGene00012144,T28H10.3,emb_lethal
WBGene00004296,rad-50,emb_lethal
WBGene00018149,F37C12.1,emb_lethal
WBGene00001029,dnj-11,emb_lethal
WBGene00016562,C41D11.3,emb_lethal
WBGene00007027,ssl-1,emb_lethal
WBGene00004736,sca-1,emb_lethal
WBGene00013250,Y57A10A.5,emb_lethal
WBGene00017608,F19F10.12,emb_lethal
WBGene00004706,rsr-1,emb_lethal
WBGene00044674,B0280.17,emb_lethal
WBGene00004788,sft-4,emb_lethal
WBGene00017451,lido-14,emb_lethal
WBGene00020721,T23B12.6,emb_lethal
WBGene00004873,smc-3,emb_lethal
WBGene00007667,fbxa-97,emb_lethal
WBGene00002060,ife-2,emb_lethal
WBGene00009442,F35G12.5,emb_lethal
WBGene00002136,inx-14,emb_lethal
WBGene00016074,dnsn-1,emb_lethal
WBGene00001914,his-40,emb_lethal
WBGene00016947,C55B7.11,emb_lethal
